cand_id,development,event_type,source_type,title,publisher,published_date,source_url,file_kind,event_date_초안,date_precision,mode,scope,promise_verb_원문표기,page_or_section,exact_excerpt,confidence,notes,url_clean,domain_check,http_status,file_kind_actual,kind_mismatch,sha256_raw,bytes,local_path,sha256_text,dup_of,excerpt_found,excerpt_sim,retrieved_at,review_status,reject_reason
H011,김포 한강,actual_operation,official_press_release,“김포 지하철시대 열렸다”…28일 첫 열차 출발,김포시,2019-09-27,https://gimpo.go.kr/news/selectBbsNttView.do?bbsNo=466&key=9377&nttNo=94282&pageIndex=124&pageUnit=10&searchCnd=all&searchKrwd=%EC%96%B4%EB%A6%B0%EC%9D%B4,html,2019-09-28,day,rail,district,첫 출발,본문 첫 문단,28일 새벽 5시 30분 구래역과 김포공항역에서 첫 출발,high,운영 개시시각과 양 끝역을 명시,https://gimpo.go.kr/news/selectBbsNttView.do?bbsNo=466&key=9377&nttNo=94282&pageIndex=124&pageUnit=10&searchCnd=all&searchKrwd=%EC%96%B4%EB%A6%B0%EC%9D%B4,ALLOW,200,html,,a265b079ba28e19d5d576585c0af3b05651915e777695e20644851113feb8e10,152367,evidence\documents\김포 한강\2019-09-27__김포_지하철시대_열렸다__28일_첫_열차_출발.html,81c0ffc6840c2731677f9b3ef7a8e83cb8ee12ec7fe727bf18c23a4de0f40ee5,,TOO_SHORT,,2026-08-26T20:16:46+09:00,needs_human,인용문:TOO_SHORT
H012,김포 한강,actual_operation,official_plan,2035년 김포도시기본계획 변경 주요내용,김포시,2025-12,https://www.gimpo.go.kr/site/portal/images/contents/cts7619_file01_202512.pdf,pdf,2019-09-28,day,rail,district,개통한,철도망 체계 현황,2019년 9월 28일 개통한 김포골드라인,high,사후 공식 계획서가 실제 개통일을 재확인,https://www.gimpo.go.kr/site/portal/images/contents/cts7619_file01_202512.pdf,ALLOW,200,pdf,,0fe071799169540ddae02383e3dcd67457b752ddf6d52e1f0881c4811e3aa8c1,46047740,evidence\documents\김포 한강\2025-12_2035년_김포도시기본계획_변경_주요내용.pdf,46c172e74f17f36a2030fcb8e8f42006600e3857142f0b20e12540893f8979ee,,TOO_SHORT,,2026-08-26T20:16:54+09:00,needs_human,인용문:TOO_SHORT
H013,위례,occupancy_start,official_policy_article,위례신도시 교통 현황과 개선 계획,서울특별시,2022,https://mediahub.seoul.go.kr/archives/2015024,html,2013-12,month,occupancy,district,첫 입주를 시작,본문 배경,2013년 12월 첫 입주를 시작,high,서울시 공식 정책 콘텐츠의 지구 전체 최초입주 서술,https://mediahub.seoul.go.kr/archives/2015024,ALLOW,200,html,,5ad0c40f29df2cbebab51894f18a7aafeffd02c37107512bb52bc8de2ab0e702,142383,evidence\documents\위례\2022_위례신도시_교통_현황과_개선_계획.html,05ea4f3027ed3e3e4234c033104b79fdb06efad4f4331414b39302185f9ca48d,,TOO_SHORT,,2026-08-26T20:16:58+09:00,needs_human,인용문:TOO_SHORT
H014,위례,occupancy_start,official_press_release,위례신도시 하남권역 입주대비 교통대책,하남시,2015-07-27,https://www.hanam.go.kr/sosik/selectBbsNttView.do?bbsNo=1164&integrDeptCode=&key=10048&nttNo=153910&pageIndex=901&searchCnd=all&searchCtgry=&searchKrwd=&selectPageUnit=,html,2015-11,month,occupancy,hanam_sector,오는 11월 첫 입주,본문,오는 11월 위례신도시 첫 입주(A3-7BL),high,위례 전체 최초가 아니라 하남권역 최초입주 후보,https://www.hanam.go.kr/sosik/selectBbsNttView.do?bbsNo=1164&integrDeptCode=&key=10048&nttNo=153910&pageIndex=901&searchCnd=all&searchCtgry=&searchKrwd=&selectPageUnit=,ALLOW,200,html,,7797c1100afd0c85cb91eaf6235494beb7c4a8d7136ebbd4cf8e2c35bb9a9aec,14687,evidence\documents\위례\2015-07-27_위례신도시_하남권역_입주대비_교통대책.html,31eff4fb16da2a4063f5cd669f0c8232fb2c3cf54d376bf687470e806fc246bf,,TOO_SHORT,,2026-08-26T20:17:02+09:00,needs_human,인용문:TOO_SHORT
H015,위례,promise_date,official_policy_article,"위례선 트램, 2026년 하반기 개통 목표",서울특별시,2025-09-05,https://mediahub.seoul.go.kr/archives/2015526,html,2026-H2,half_year,tram,district,개통 목표,제목 및 사업일정,2026년 하반기 개통 목표,high,목표 표현을 그대로 보존해야 하며 실제 개통과 구분,https://mediahub.seoul.go.kr/archives/2015526,ALLOW,200,html,,40bdcb00aff724a8a641044b5ef748ae63fa0f34704ea84ee5b0a51927aa9425,119970,evidence\documents\위례\2025-09-05_위례선_트램__2026년_하반기_개통_목표.html,f206f9c6272eeb522a93c91e0c470ca7aea606796af29c93320183a72a09e517,,TOO_SHORT,,2026-08-26T20:17:06+09:00,needs_human,인용문:TOO_SHORT
H016,위례,promise_date,official_mayor_news,위례선 트램 시운전 현장 점검,서울특별시,2026,https://mayor.seoul.go.kr/oh/seoul/newsView.do?curPage=4&photoGallerySn=4287,html,2026-12,month,tram,district,개통 목표,본문,오는 12월 개통을 목표,high,현행 목표 일정 후보이며 향후 실제 개통 공지로 대체 필요,https://mayor.seoul.go.kr/oh/seoul/newsView.do?curPage=4&photoGallerySn=4287,ALLOW,200,html,,eb0691b05a0db8fea8ee8ff4fb1496334134756ecf2f8371760df812447e0679,23605,evidence\documents\위례\2026_위례선_트램_시운전_현장_점검.html,68e6cfdb3e246e6ed8c11d6c8b7d165d10ca4265e0221aba813a56a847c84e32,,TOO_SHORT,,2026-08-26T20:17:09+09:00,needs_human,인용문:TOO_SHORT
H017,위례,actual_operation,official_policy_article,지하철 8호선 남위례역 18일 개통,서울특별시,2021-12-16,https://mediahub.seoul.go.kr/archives/2003528,html,2021-12-18,day,rail,district,개통,본문,8호선 남위례역이 12월 18일 개통,high,위례를 직접 서비스하는 철도 실제개통,https://mediahub.seoul.go.kr/archives/2003528,ALLOW,200,html,,8bd8f0178588d76612028c4594297b046ddda3b45289e9092fb76e0a5eb7d489,110869,evidence\documents\위례\2021-12-16_지하철_8호선_남위례역_18일_개통.html,4ab9f02be5f75be421d061572f740709432d586437424d6dd04d869dbfac5d5d,,TOO_SHORT,,2026-08-26T20:17:13+09:00,needs_human,인용문:TOO_SHORT
H018,위례,actual_operation,official_city_article,하남시 똑버스 운행,하남시,2023-09,https://www.hanam.go.kr/cleanh/cleanhBbsNttWebView.do?key=4348&nttNo=2245,html,2023-08-30,day,DRT,hanam_sector,개통·운행,교통 안내,"8월 30일 개통, 위례동 3대 운행",high,위례 하남권역 실제 DRT 운행 개시,https://www.hanam.go.kr/cleanh/cleanhBbsNttWebView.do?key=4348&nttNo=2245,ALLOW,200,html,,349f134b0941de89423042e3637348154dc8ca95e3a9b3da0f39f52cfce5ae27,121162,evidence\documents\위례\2023-09_하남시_똑버스_운행.html,8415b3aaaa37d1b91bbb640caddf4f0b3922771fe62b19dc963ccf4157476de4,,TOO_SHORT,,2026-08-26T20:17:16+09:00,needs_human,인용문:TOO_SHORT
H019,남양주 다산,occupancy_start,official_minutes,경기도의회 제312회 임시회 회의록,경기도의회,2016-07-18,https://kms.ggc.go.kr/cms/mntsViewer.do?mntsId=9247,html,2018-01,month,occupancy,district,최초 주민입주 시기,다산신도시 현안보고,진건지구가 2018년 1월 최초 주민입주,high,지구·하위지구별 최초입주 예정월을 명시,https://kms.ggc.go.kr/cms/mntsViewer.do?mntsId=9247,ALLOW,200,html,,3fc514500716ecb7f54fb787de4ed6ff89e09d04cc941be9deea346ab544af72,510545,evidence\documents\남양주 다산\2016-07-18_경기도의회_제312회_임시회_회의록.html,7b85f9c4bbaf136dffc585a4fc31e754e19faf12758c6313d8589233780122e4,,TOO_SHORT,,2026-08-26T20:17:20+09:00,needs_human,인용문:TOO_SHORT
H020,남양주 다산,occupancy_start,official_press_release,다산신도시 입주지원 특별대책반 본격 가동,경기도,2018-02-12,https://gnews.gg.go.kr/briefing/brief_gongbo_view.do?BS_CODE=S017&number=36361,html,2018,year,occupancy,district,본격적인 입주가 시작,본문 첫 문장,올해부터 본격적인 입주가 시작되는 남양주 다산신도시,high,입주가 실제 시작된 뒤의 경기도 공식 서술,https://gnews.gg.go.kr/briefing/brief_gongbo_view.do?BS_CODE=S017&number=36361,ALLOW,200,html,,cbfe676c61ddc941745739b811bc43bbb3f5a7a112c0298b4dc0bb62014a2085,45208,evidence\documents\남양주 다산\2018-02-12_다산신도시_입주지원_특별대책반_본격_가동.html,b09678ee7500b1c995cb6f490a93655d2bfbd87b9e85051a31912076853eaad2,,TOO_SHORT,,2026-08-26T20:17:23+09:00,needs_human,인용문:TOO_SHORT
H021,남양주 다산,promise_date,official_notice_pdf,다산신도시 자연&푸르지오 공공분양주택 입주자모집 정정공고,경기주택도시공사,2019,https://www.gh.or.kr/gh/announcement-of-salerental001.do?articleNo=52607&attachNo=57912&mode=download,pdf,미정,unknown,rail_road,district,예정,교통환경 안내,지하철 8호선 연장 예정,medium,분양공고 교통환경 표기의 약속 후보로 개통일은 별도 문서 필요,https://www.gh.or.kr/gh/announcement-of-salerental001.do?articleNo=52607&attachNo=57912&mode=download,ALLOW,200,pdf,,78e1f182e7fd0b7a08ca5d3c27ae6e6d7fda39a6479c6788bce1f18d7d80e999,814894,evidence\documents\남양주 다산\2019_다산신도시_자연_푸르지오_공공분양주택_입주자모집_정정공고.pdf,f1cf8fe003c34b51019f599fa4a592fb3480d1deb7e545cc91b1f85a98a6f195,,TOO_SHORT,,2026-08-26T20:17:27+09:00,needs_human,인용문:TOO_SHORT
H022,남양주 다산,promise_date,official_land_notice,다산신도시 상업·주유소용지 공급공고,경기주택도시공사,2018-02-27,https://buy.gh.or.kr/land/svc/announce/land_announce_html.jsp?strFile=00586_201802271541281.jsp,html,미정,unknown,rail,district,연장선,입지 및 교통여건,서울지하철 8호선 연장선,medium,일정 정밀도가 낮아 약속 존재 확인용,https://buy.gh.or.kr/land/svc/announce/land_announce_html.jsp?strFile=00586_201802271541281.jsp,ALLOW,200,html,,947d3813b20833a7f52050eb889950247ca7f92e84e71745f4a9652b4ddcf3a2,209811,evidence\documents\남양주 다산\2018-02-27_다산신도시_상업_주유소용지_공급공고.html,a3adc371b2776673395087834cd4b5c1ea911fba1d5110530ea98de7e02e10a0,,TOO_SHORT,,2026-08-26T20:17:29+09:00,needs_human,인용문:TOO_SHORT
H023,남양주 다산,actual_operation,official_press_release,"별내선 개통, 첫 열차 운행",경기도,2024-08-10,https://gnews.gg.go.kr/briefing/brief_gongbo_view.do?BS_CODE=s017&number=62697&subject_Code=BO01,html,2024-08-10,day,rail,district,첫 열차,본문,오전 5시 32분 별내선 첫 열차가 출발,high,다산역을 포함한 실제 영업운행 개시,https://gnews.gg.go.kr/briefing/brief_gongbo_view.do?BS_CODE=s017&number=62697&subject_Code=BO01,ALLOW,200,html,,46c878afe7723b77f7ddfac3796a15c955700305935340ff93d2e072ddba5766,60091,evidence\documents\남양주 다산\2024-08-10_별내선_개통__첫_열차_운행.html,2cf88097bdc4a4e347d5e7cfa9201de304793be4ee7c6ca4bfee8d8e8acbe9dd,,TOO_SHORT,,2026-08-26T20:17:32+09:00,needs_human,인용문:TOO_SHORT
H024,남양주 다산,actual_operation,official_press_release,"‘남양주~잠실 27분’, 8월 10일 별내선 개통",국토교통부,2024-08-09,https://molit.go.kr/atmo/USR/N0201/m_36515/dtl.jsp?id=95090058&lcmspage=77,html,2024-08-10,day,rail,district,개통,제목,8월 10일 별내선 개통,high,개통 전일 정부 확정 공지이며 H023이 실제 첫 열차를 보완,https://molit.go.kr/atmo/USR/N0201/m_36515/dtl.jsp?id=95090058&lcmspage=77,ALLOW,200,html,,2e12c3efeb1f158b5dc6284cf6da6e12bb0d3c00d335d323d50eb16842724139,54127,evidence\documents\남양주 다산\2024-08-09__남양주_잠실_27분___8월_10일_별내선_개통.html,c79fcd09f7590c1e3b5571b15049f72ae315962f27c138351a4b3c80f3a79149,,TOO_SHORT,,2026-08-26T20:17:36+09:00,needs_human,인용문:TOO_SHORT
H025,하남 미사,occupancy_start,official_press_release,LH 미사강변도시 첫 입주 시작,한국토지주택공사,2014-06-30,https://www.lh.or.kr/gallery.es?act=view&b_list=8&bid=0003&keyField=&list_no=7400&mid=a10502000000&nPage=420&orderby=&vlist_no_npage=672,html,2014-06,month,occupancy,district,첫 입주 시작,제목,미사강변도시 첫 입주 시작,high,LH가 지구 최초입주를 직접 표제화,https://www.lh.or.kr/gallery.es?act=view&b_list=8&bid=0003&keyField=&list_no=7400&mid=a10502000000&nPage=420&orderby=&vlist_no_npage=672,ALLOW,200,html,,8aabe1b7f7511cce6a13994ef8a2bac916de0089e07419d7f0c2c80534a24999,84392,evidence\documents\하남 미사\2014-06-30_LH_미사강변도시_첫_입주_시작.html,477119aafb835b0cea8d04b17296036e53ecf00f3a28c17f4549a3dd4561a0a9,,TOO_SHORT,,2026-08-26T20:17:40+09:00,needs_human,인용문:TOO_SHORT
H026,하남 미사,occupancy_start,official_housing_notice,하남미사 A12·A16블록 임대주택 공고,한국토지주택공사,2015,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?aisTpCd=08&ccrCnntSysDsCd=02&mi=1026&panId=0000060513&uppAisTpCd=06,html,2015-07,month,occupancy,block,입주예정월,공급정보 A12,입주예정월 2015년 7월,high,블록 단위 후속 입주 후보이며 지구 최초는 H025,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?aisTpCd=08&ccrCnntSysDsCd=02&mi=1026&panId=0000060513&uppAisTpCd=06,ALLOW,200,html,,b80ebe4971273ae1477ba64d399b7b698cb1bd64c64ae016640ad4876422572c,209394,evidence\documents\하남 미사\2015_하남미사_A12_A16블록_임대주택_공고.html,fd498701015c23a044bbd5240069ae4f1fca4002a226425cb646f96c147801d2,,TOO_SHORT,,2026-08-26T20:17:43+09:00,needs_human,인용문:TOO_SHORT
H027,하남 미사,promise_date,official_press_release,하남시 2020년 10대 뉴스,하남시,2020-12-31,https://www.hanam.go.kr/sosik/selectBbsNttView.do?bbsNo=1164&integrDeptCode=&key=10048&nttNo=221988&pageIndex=392&searchCnd=all&searchCtgry=&searchKrwd=&selectPageUnit=,html,2009,year,rail,district,반영되어 추진됐다,하남선 성과 회고,2009년 하남 미사지구 광역교통개선대책으로 반영되어 추진됐다,high,약속의 제도적 기원을 사후 공식문서가 확인,https://www.hanam.go.kr/sosik/selectBbsNttView.do?bbsNo=1164&integrDeptCode=&key=10048&nttNo=221988&pageIndex=392&searchCnd=all&searchCtgry=&searchKrwd=&selectPageUnit=,ALLOW,200,html,,5f677f3d1200fa35363643aaef52eebb157d84d90539ee15a04868e77fe3495d,91035,evidence\documents\하남 미사\2020-12-31_하남시_2020년_10대_뉴스.html,fe1fcb690d38afe510e9fb7bbb6cbe767bc2229ab7c6284fb3cc3ce4a8cf36d7,,TOO_SHORT,,2026-08-26T20:17:47+09:00,needs_human,인용문:TOO_SHORT
H028,하남 미사,promise_date,official_city_faq,하남선 1단계 개통일 관련 안내,하남시,2020-06,https://www.hanam.go.kr/www/selectBbsNttView.do?bbsNo=944&key=3760&nttNo=115091,html,2020-08-08,day,rail,district,개통예정일 지정,현재 진행사항,개통 예정일 2020.08.08.,high,영업시운전 단계의 공식 예정일,https://www.hanam.go.kr/www/selectBbsNttView.do?bbsNo=944&key=3760&nttNo=115091,ALLOW,200,html,,d9976457dfd0c4b6efd024d40290267bba47a9f56c14fe6ab74f2f95e5062a25,236870,evidence\documents\하남 미사\2020-06_하남선_1단계_개통일_관련_안내.html,6e07b110e452e0b3291d7f332b15bdd4f743b55ca300a53206723f67a7ce4448,,TOO_SHORT,,2026-08-26T20:17:52+09:00,needs_human,인용문:TOO_SHORT
H029,하남 미사,actual_operation,official_press_release,하남선 1단계 개통,하남시,2020-08-07,https://www.hanam.go.kr/sosik/selectBbsNttView.do?bbsNo=1164&integrDeptCode=&key=10048&nttNo=210883&pageIndex=426&searchCnd=all&searchCtgry=&searchKrwd=&selectPageUnit=,html,2020-08-08,day,rail,district,개통·운행,본문,미사역~하남풍산역 1단계가 8일 운행 시작,high,미사역 포함 실제 영업운행 개시,https://www.hanam.go.kr/sosik/selectBbsNttView.do?bbsNo=1164&integrDeptCode=&key=10048&nttNo=210883&pageIndex=426&searchCnd=all&searchCtgry=&searchKrwd=&selectPageUnit=,ALLOW,200,html,,268065f4354f3297624b33b5c737b4af1b40ad90f5bff6b53ce3936878e72500,39840,evidence\documents\하남 미사\2020-08-07_하남선_1단계_개통.html,1685dfe9af2f0ecb4c3f9226d3ed292d78614234dd767d0d0407837dbe173a81,,TOO_SHORT,,2026-08-26T20:17:56+09:00,needs_human,인용문:TOO_SHORT
H030,하남 미사,actual_operation,official_press_release,지하철 5호선 하남선 전 구간 개통,하남시,2021-03-26,https://www.hanam.go.kr/sosik/selectBbsNttView.do?bbsNo=1164&integrDeptCode=&key=10048&nttNo=321801&pageIndex=258&searchCnd=all&searchCtgry=&searchKrwd=&selectPageUnit=,html,2021-03-27,day,rail,district,첫 열차 출발,본문,27일 오전 5시 30분 첫 열차 출발,high,2단계 개통으로 하남선 전 구간 영업 개시,https://www.hanam.go.kr/sosik/selectBbsNttView.do?bbsNo=1164&integrDeptCode=&key=10048&nttNo=321801&pageIndex=258&searchCnd=all&searchCtgry=&searchKrwd=&selectPageUnit=,ALLOW,200,html,,8075b0e7df9f7dbaf71bc879d8388fe5e3e8db8f74e6e4b74926612667684f1a,97832,evidence\documents\하남 미사\2021-03-26_지하철_5호선_하남선_전_구간_개통.html,5802d81522b2e2de0e0eef32dcd0183b524686965884f0724e95ce5f69ec9e8a,,TOO_SHORT,,2026-08-26T20:17:59+09:00,needs_human,인용문:TOO_SHORT
